Longitude,Latitude,Speed,Acceleration,ActionVehicleAhead,ActionId,action_accelerate,action_decelerate,action_stop,ActionParam,ActionDuration,StartTime,EndTime,y_fuel,y_travel
1.4681317836874022,43.56658032503995,5.031316697298844,2.0616666327531306,0,2,0,1,0,13.452805485231025,16,55,71,28.125952135767847,-9.0
1.469973087917615,43.56501468430756,9.918218052447523,-2.460617961106701,2,2,0,1,0,8.84522022897448,9,54,63,0.4887459212775284,-29.0
1.4671875835119963,43.566816697780325,16.76036490098285,1.8739856873368552,1,2,0,1,0,14.947049900466872,12,66,78,13.73505856752512,-7.0
1.4681839081617063,43.564392271381145,5.734495518814643,-0.4128338776159115,3,1,1,0,0,3.9766588130180622,15,27,42,-77.69728440845996,-20.0
1.4691069207879928,43.56490640665009,6.576458898574814,0.0825796673570717,1,1,1,0,0,9.883491952082302,5,27,32,-32.20064379391086,-8.0
1.4680554665412315,43.5642561973247,6.051465828204528,6.051465828204528,4,2,0,1,0,7.576243007870769,8,21,29,-11.11726764350201,-31.0
1.4682325716774105,43.564443826452624,8.214752075099753,0.505762001334805,2,2,0,1,0,4.479535956465234,5,21,26,4.389801778113236,-29.0
1.4695238717216117,43.5648193193018,14.3517655138243,1.5304528816162843,0,2,0,1,0,12.470084017609368,8,35,43,23.48945957456087,-17.0
1.468173331912602,43.5665322785669,4.689515894172268,-1.6528828582619477,0,1,1,0,0,6.762603105702501,19,67,86,-77.2440936143012,-4.0
1.4683452398403418,43.566348363561154,4.279183142218802,-2.122100265755993,2,2,0,1,0,12.421652654719177,5,70,75,-4.136882853803778,-27.0
1.469016817579999,43.56486809240839,2.679441435826919,-2.141881228267032,1,1,1,0,0,7.233464825204241,20,40,60,-122.70946252582353,2.0
1.4685879797054144,43.56465572105568,10.002233110099551,4.560265854227302,4,2,0,1,0,8.500316625618236,10,31,41,10.715162333725893,-25.0
1.469672580409151,43.56476249223719,11.797920457514154,1.3387692124992352,0,2,0,1,0,11.991335397727829,6,41,47,3.7728528844526155,-27.0
1.4688855433118015,43.56480323848567,17.152192827264965,2.5007456147700537,1,1,1,0,0,5.465485358607042,5,19,24,-19.6084294633861,3.0
1.46861705204898,43.56606859587028,15.830558530692011,1.8621779466047883,0,1,1,0,0,5.488668625997651,7,50,57,-52.66832776114324,-1.0
1.4689029940214848,43.56481188041602,6.747179092972496,-0.6769360284299015,2,1,1,0,0,4.869921236054131,10,24,34,-47.03892528875638,-9.0
1.4683257707340795,43.564518374614366,9.841593711661153,1.9488540254071776,2,1,1,0,0,3.8118127813414544,14,31,45,-74.77602186062926,-23.0
1.468037414744932,43.56423707276969,3.4748986844065883,3.4748986844065883,4,2,0,1,0,10.284919326908428,16,25,41,-13.547213315819302,-30.0
1.4697921583420614,43.56519192163481,8.611418661207598,-2.703052067430692,3,1,1,0,0,6.563217075077753,9,36,45,-72.89768379227962,-5.0
1.4686325834953564,43.56467783898134,8.21040994854149,-0.0866236759068108,3,2,0,1,0,4.960838080295229,20,29,49,6.195409234634659,-28.0
1.4692734201092754,43.56499639336367,8.108392119078344,0.8785953178117154,0,3,0,0,1,0.0,13,23,36,-1.833205140983133,-11.0
1.4677157654242845,43.567219569303646,14.12823360704074,0.1701908277931956,1,1,1,0,0,3.1769723053366885,11,70,81,-69.33645564048885,-27.0
1.4698936940565388,43.56512136090116,11.037624754459255,-1.5847751698942965,1,2,0,1,0,2.322235488276459,7,57,64,3.111056573510199,-28.0
1.469799586487916,43.56475741155629,13.394085218560134,0.9961022880943862,3,3,0,0,1,0.0,10,48,58,-7.641986634383008,-29.0
1.4674427747191876,43.56713665305507,13.089809473829046,-1.6007549909991248,1,2,0,1,0,7.467570333262913,11,70,81,16.292369277563935,-16.0
1.4680234688085678,43.56676211074885,5.303550851539102,-3.8432004683464136,0,3,0,0,1,0.0,18,66,84,0.08971867697287235,-32.0
1.4689943167924406,43.56485710514274,11.690493300682885,0.0175152833533651,1,1,1,0,0,4.227576210562896,8,22,30,-41.28657734627882,1.0
1.4684462611978817,43.5662462621832,3.8529351597334673,-2.9212464828741127,4,3,0,0,1,0.0,7,63,70,-0.635430252623919,-31.0
1.4697671145385849,43.56520102965231,10.845261260771634,-3.8571064156324937,2,2,0,1,0,5.102218065826164,14,50,64,21.33186661603919,-31.0
